port,risk_score
6386,1.0
6389,1.0
6390,1.0
6395,1.0
6400,1.0
6401,1.0
6402,1.0
6403,1.0
6404,1.0
6405,1.0
6406,1.0
6407,1.0
6408,1.0
6409,1.0
6410,1.0
6411,1.0
6412,1.0
6416,1.0
6417,1.0
6418,1.0
6419,1.0
6420,1.0
6421,1.0
6427,1.0
6430,1.0
6432,1.0
6435,1.0
6440,1.0
6441,1.0
6442,1.0
6443,1.0
6444,1.0
6445,1.0
6446,1.0
6451,1.0
6455,1.0
6456,1.0
6457,1.0
6461,1.0
6463,1.0
6464,1.0
6467,1.0
6468,1.0
6471,1.0
6475,1.0
6480,1.0
6481,1.0
6482,1.0
6483,1.0
6484,1.0
6485,1.0
6486,1.0
6487,1.0
6488,1.0
6489,1.0
6491,1.0
6500,1.0
6501,1.0
6502,1.0
6503,1.0
6504,1.0
6505,1.0
6506,1.0
6507,1.0
6508,1.0
6509,1.0
6510,1.0
6511,1.0
6513,1.0
6514,1.0
6515,1.0
6520,1.0
6529,1.0
6533,1.0
6535,1.0
6538,1.0
6540,1.0
6542,1.0
6543,1.0
6544,1.0
6547,1.0
6548,1.0
6549,1.0
6550,1.0
6551,1.0
6556,1.0
6558,1.0
6565,1.0
6566,1.0
6567,1.0
6568,1.0
6572,1.0
6579,1.0
6580,1.0
6581,1.0
6582,1.0
6583,1.0
6584,1.0
6588,1.0
6592,1.0
6598,1.0
6600,1.0
6601,1.0
6602,1.0
6606,1.0
6607,1.0
6610,1.0
6616,1.0
6619,1.0
6620,1.0
6621,1.0
6622,1.0
6623,1.0
6624,1.0
6625,1.0
6626,1.0
6627,1.0
6628,1.0
6629,1.0
6632,1.0
6633,1.0
6634,1.0
6635,1.0
6636,1.0
6639,1.0
6640,1.0
6644,1.0
6646,1.0
6647,1.0
6650,1.0
6652,1.0
6653,1.0
6655,1.0
6656,1.0
6657,1.0
6660,1.0
6662,1.0
6664,1.0
6665,1.0
6666,1.0
6667,1.0
6668,1.0
6669,1.0
6670,1.0
6671,1.0
6672,1.0
6673,1.0
6678,1.0
6679,1.0
6686,1.0
6687,1.0
6688,1.0
6689,1.0
6690,1.0
6692,1.0
6696,1.0
6697,1.0
6699,1.0
6700,1.0
6701,1.0
6702,1.0
6703,1.0
6704,1.0
6705,1.0
6706,1.0
6709,1.0
6710,1.0
6711,1.0
6714,1.0
6715,1.0
6716,1.0
6725,1.0
6727,1.0
6732,1.0
6734,1.0
6741,1.0
6746,1.0
6750,1.0
6752,1.0
6753,1.0
6767,1.0
6768,1.0
6769,1.0
6770,1.0
6771,1.0
6776,1.0
6777,1.0
6778,1.0
6779,1.0
6780,1.0
6784,1.0
6785,1.0
6786,1.0
6787,1.0
6788,1.0
6789,1.0
6790,1.0
6791,1.0
6792,1.0
6800,1.0
6801,1.0
6811,1.0
6816,1.0
6817,1.0
6820,1.0
6824,1.0
6829,1.0
6831,1.0
6833,1.0
6837,1.0
6839,1.0
6841,1.0
6842,1.0
6843,1.0
6847,1.0
6850,1.0
6855,1.0
6857,1.0
6860,1.0
6864,1.0
6868,1.0
6877,1.0
6881,1.0
6888,1.0
6895,1.0
6896,1.0
6897,1.0
6900,1.0
6901,1.0
6905,1.0
6909,1.0
6912,1.0
6918,1.0
6920,1.0
6922,1.0
6924,1.0
6925,1.0
6927,1.0
6932,1.0
6935,1.0
6936,1.0
6942,1.0
6943,1.0
6944,1.0
6945,1.0
6946,1.0
6951,1.0
6956,1.0
6957,1.0
6959,1.0
6961,1.0
6962,1.0
6963,1.0
6964,1.0
6965,1.0
6966,1.0
6969,1.0
6970,1.0
6971,1.0
6972,1.0
6973,1.0
6976,1.0
6978,1.0
6980,1.0
6984,1.0
6991,1.0
6996,1.0
6997,1.0
6998,1.0
6999,1.0
7000,1.0
7001,1.0
7002,1.0
7003,1.0
7004,1.0
7005,1.0
7006,1.0
7007,1.0
7008,1.0
7009,1.0
7010,1.0
7011,1.0
7012,1.0
7013,1.0
7014,1.0
7015,1.0
7016,1.0
7017,1.0
7018,1.0
7019,1.0
7020,1.0
7021,1.0
7022,1.0
7023,1.0
7024,1.0
7025,1.0
7026,1.0
7027,1.0
7028,1.0
7029,1.0
7030,1.0
7031,1.0
7033,1.0
7039,1.0
7040,1.0
7043,1.0
7050,1.0
7051,1.0
7055,1.0
7060,1.0
7065,1.0
7067,1.0
7068,1.0
7069,1.0
7070,1.0
7071,1.0
7072,1.0
7073,1.0
7074,1.0
7079,1.0
7080,1.0
7081,1.0
7085,1.0
7088,1.0
7089,1.0
7092,1.0
7095,1.0
7099,1.0
7100,1.0
7101,1.0
7102,1.0
7103,1.0
7104,1.0
7106,1.0
7107,1.0
7108,1.0
7109,1.0
7113,1.0
7114,1.0
7117,1.0
7119,1.0
7120,1.0
7121,1.0
7123,1.0
7128,1.0
7129,1.0
7132,1.0
7133,1.0
7139,1.0
7140,1.0
7148,1.0
7156,1.0
7159,1.0
7160,1.0
7161,1.0
7162,1.0
7163,1.0
7164,1.0
7165,1.0
7166,1.0
7167,1.0
7168,1.0
7169,1.0
7170,1.0
7171,1.0
7172,1.0
7173,1.0
7174,1.0
7178,1.0
7180,1.0
7181,1.0
7182,1.0
7184,1.0
7187,1.0
7200,1.0
7201,1.0
7202,1.0
7205,1.0
7215,1.0
7216,1.0
7218,1.0
7224,1.0
7225,1.0
7227,1.0
7228,1.0
7229,1.0
7230,1.0
7231,1.0
7234,1.0
7235,1.0
7236,1.0
7237,1.0
7238,1.0
7241,1.0
7242,1.0
7243,1.0
7244,1.0
7247,1.0
7250,1.0
7257,1.0
7259,1.0
7260,1.0
7262,1.0
7263,1.0
7267,1.0
7272,1.0
7273,1.0
7274,1.0
7275,1.0
7276,1.0
7277,1.0
7278,1.0
7279,1.0
7280,1.0
7281,1.0
7282,1.0
7283,1.0
7285,1.0
7287,1.0
7294,1.0
7298,1.0
7300,1.0
7301,1.0
7302,1.0
7303,1.0
7304,1.0
7305,1.0
7306,1.0
7307,1.0
7308,1.0
7309,1.0
7310,1.0
7311,1.0
7312,1.0
7313,1.0
7314,1.0
7315,1.0
7316,1.0
7317,1.0
7318,1.0
7319,1.0
7320,1.0
7321,1.0
7322,1.0
7323,1.0
7324,1.0
7325,1.0
7326,1.0
7327,1.0
7328,1.0
7329,1.0
7330,1.0
7331,1.0
7332,1.0
7333,1.0
7334,1.0
7335,1.0
7336,1.0
7337,1.0
7338,1.0
7339,1.0
7340,1.0
7341,1.0
7342,1.0
7343,1.0
7344,1.0
7345,1.0
7346,1.0
7347,1.0
7348,1.0
7349,1.0
7350,1.0
7351,1.0
7352,1.0
7353,1.0
7354,1.0
7355,1.0
7356,1.0
7357,1.0
7358,1.0
7359,1.0
7365,1.0
7373,1.0
7376,1.0
7380,1.0
7382,1.0
7387,1.0
7391,1.0
7392,1.0
7393,1.0
7394,1.0
7395,1.0
7397,1.0
7400,1.0
7401,1.0
7402,1.0
7405,1.0
7407,1.0
7410,1.0
7411,1.0
7420,1.0
7421,1.0
7423,1.0
7425,1.0
7426,1.0
7427,1.0
7428,1.0
7429,1.0
7430,1.0
7431,1.0
7432,1.0
7435,1.0
7437,1.0
7438,1.0
7443,1.0
7445,1.0
7446,1.0
7451,1.0
7456,1.0
7458,1.0
7464,1.0
7465,1.0
7466,1.0
7467,1.0
7471,1.0
7473,1.0
7474,1.0
7478,1.0
7486,1.0
7491,1.0
7496,1.0
7500,1.0
7501,1.0
7508,1.0
7509,1.0
7510,1.0
7511,1.0
7512,1.0
7516,1.0
7517,1.0
7521,1.0
7524,1.0
7526,1.0
7533,1.0
7536,1.0
7542,1.0
7543,1.0
7544,1.0
7545,1.0
7546,1.0
7547,1.0
7548,1.0
7549,1.0
7550,1.0
7551,1.0
7553,1.0
7554,1.0
7555,1.0
7560,1.0
7563,1.0
7566,1.0
7569,1.0
7570,1.0
7574,1.0
7575,1.0
7578,1.0
7584,1.0
7587,1.0
7588,1.0
7591,1.0
7596,1.0
7597,1.0
7600,1.0
7604,1.0
7606,1.0
7609,1.0
7613,1.0
7617,1.0
7624,1.0
7625,1.0
7626,1.0
7627,1.0
7628,1.0
7629,1.0
7630,1.0
7631,1.0
7633,1.0
7634,1.0
7637,1.0
7638,1.0
7639,1.0
7648,1.0
7649,1.0
7650,1.0
7651,1.0
7654,1.0
7660,1.0
7663,1.0
7667,1.0
7668,1.0
7672,1.0
7673,1.0
7674,1.0
7675,1.0
7676,1.0
7677,1.0
7679,1.0
7680,1.0
7683,1.0
7684,1.0
7685,1.0
7687,1.0
7688,1.0
7689,1.0
7690,1.0
7696,1.0
7697,1.0
7700,1.0
7701,1.0
7704,1.0
7707,1.0
7708,1.0
7710,1.0
7714,1.0
7716,1.0
7720,1.0
7723,1.0
7724,1.0
7725,1.0
7726,1.0
7727,1.0
7728,1.0
7734,1.0
7737,1.0
7738,1.0
7739,1.0
7741,1.0
7742,1.0
7743,1.0
7744,1.0
7746,1.0
7747,1.0
7749,1.0
7751,1.0
7753,1.0
7759,1.0
7763,1.0
7770,1.0
7771,1.0
7772,1.0
7773,1.0
7775,1.0
7777,1.0
7778,1.0
7779,1.0
7780,1.0
7781,1.0
7784,1.0
7786,1.0
7787,1.0
7788,1.0
7789,1.0
7792,1.0
7793,1.0
7794,1.0
7795,1.0
7797,1.0
7798,1.0
7799,1.0
7800,1.0
7801,1.0
7802,1.0
7804,1.0
7810,1.0
7813,1.0
7830,1.0
7832,1.0
7836,1.0
7842,1.0
7845,1.0
7846,1.0
7847,1.0
7852,1.0
7853,1.0
7854,1.0
7855,1.0
7857,1.0
7867,1.0
7869,1.0
7870,1.0
7871,1.0
7872,1.0
7873,1.0
7874,1.0
7878,1.0
7880,1.0
7884,1.0
7887,1.0
7894,1.0
7895,1.0
7898,1.0
7900,1.0
7901,1.0
7902,1.0
7903,1.0
7907,1.0
7908,1.0
7911,1.0
7913,1.0
7918,1.0
7919,1.0
7920,1.0
7921,1.0
7923,1.0
7929,1.0
7931,1.0
7932,1.0
7933,1.0
7937,1.0
7938,1.0
7946,1.0
7948,1.0
7949,1.0
7953,1.0
7962,1.0
7963,1.0
7965,1.0
7967,1.0
7969,1.0
7975,1.0
7976,1.0
7977,1.0
7979,1.0
7980,1.0
7981,1.0
7982,1.0
7985,1.0
7988,1.0
7991,1.0
7993,1.0
7994,1.0
7997,1.0
7998,1.0
7999,1.0
8000,0.99
8001,1.0
8002,1.0
8003,1.0
8004,1.0
8005,1.0
8006,1.0
8007,1.0
8008,0.99
8009,1.0
8010,1.0
8011,1.0
8014,1.0
8015,1.0
8016,1.0
8017,1.0
8018,1.0
8019,1.0
8020,1.0
8021,1.0
8022,1.0
8023,1.0
8025,1.0
8026,1.0
8027,1.0
8029,1.0
8031,1.0
8032,1.0
8033,1.0
8034,1.0
8035,1.0
8037,1.0
8040,1.0
8041,1.0
8042,1.0
8043,1.0
8044,1.0
8045,1.0
8048,1.0
8050,1.0
8051,1.0
8052,1.0
8053,1.0
8054,1.0
8055,1.0
8056,1.0
8057,1.0
8058,1.0
8059,1.0
8060,1.0
8061,1.0
8064,1.0
8066,1.0
8067,1.0
8070,1.0
8074,1.0
8076,1.0
8077,1.0
8079,1.0
8080,0.96
8081,0.99
8082,1.0
8083,1.0
8084,1.0
8085,1.0
8086,1.0
8087,1.0
8088,1.0
8089,1.0
8090,1.0
8091,1.0
8092,1.0
8093,1.0
8095,1.0
8097,1.0
8098,1.0
8099,1.0
8100,1.0
8101,1.0
8102,1.0
8110,1.0
8111,1.0
8112,1.0
8115,1.0
8116,1.0
8117,1.0
8118,1.0
8121,1.0
8122,1.0
8123,1.0
8128,1.0
8129,1.0
8130,1.0
8131,1.0
8132,1.0
8133,1.0
8136,1.0
8140,1.0
8143,1.0
8144,1.0
8145,1.0
8146,1.0
8148,1.0
8149,1.0
8153,1.0
8160,1.0
8161,1.0
8162,1.0
8168,1.0
8171,1.0
8180,1.0
8181,1.0
8182,1.0
8183,1.0
8184,1.0
8185,1.0
8189,1.0
8190,1.0
8191,1.0
8192,1.0
8193,1.0
8194,1.0
8195,1.0
8199,1.0
8200,1.0
8201,1.0
8202,1.0
8204,1.0
8205,1.0
8206,1.0
8207,1.0
8208,1.0
8211,1.0
8215,1.0
8216,1.0
8221,1.0
8222,1.0
8228,1.0
8230,1.0
8231,1.0
8232,1.0
8235,1.0
8243,1.0
8245,1.0
8248,1.0
8254,1.0
8255,1.0
8262,1.0
8265,1.0
8266,1.0
8268,1.0
8270,1.0
8271,1.0
8273,1.0
8276,1.0
8280,1.0
8282,1.0
8284,1.0
8289,1.0
8290,1.0
8291,1.0
8292,1.0
8293,1.0
8294,1.0
8295,1.0
8300,1.0
8301,1.0
8308,1.0
8310,1.0
8312,1.0
8313,1.0
8316,1.0
8319,1.0
8320,1.0
8321,1.0
8322,1.0
8329,1.0
8333,1.0
8336,1.0
8338,1.0
8339,1.0
8343,1.0
8347,1.0
8351,1.0
8359,1.0
8361,1.0
8363,1.0
8371,1.0
8374,1.0
8376,1.0
8377,1.0
8378,1.0
8379,1.0
8380,1.0
8382,1.0
8383,1.0
8384,1.0
8385,1.0
8386,1.0
8388,1.0
8393,1.0
8400,1.0
8401,1.0
8402,1.0
8403,1.0
8404,1.0
8405,1.0
8409,1.0
8411,1.0
8415,1.0
8416,1.0
8417,1.0
8423,1.0
8424,1.0
8429,1.0
8431,1.0
8432,1.0
8433,1.0
8435,1.0
8442,1.0
8443,0.99
8444,1.0
8445,1.0
8447,1.0
8448,1.0
8450,1.0
8451,1.0
8452,1.0
8453,1.0
8454,1.0
8455,1.0
8457,1.0
8458,1.0
8468,1.0
8470,1.0
8471,1.0
8472,1.0
8473,1.0
8474,1.0
8475,1.0
8477,1.0
8479,1.0
8481,1.0
8482,1.0
8484,1.0
8500,1.0
8501,1.0
8502,1.0
8503,1.0
8508,1.0
8515,1.0
8520,1.0
8530,1.0
8531,1.0
8538,1.0
8539,1.0
8540,1.0
8548,1.0
8554,1.0
8555,1.0
8556,1.0
8562,1.0
8567,1.0
8569,1.0
8573,1.0
8576,1.0
8577,1.0
8578,1.0
8585,1.0
8591,1.0
8597,1.0
8600,1.0
8601,1.0
8609,1.0
8610,1.0
8611,1.0
8612,1.0
8613,1.0
8614,1.0
8615,1.0
8621,1.0
8632,1.0
8635,1.0
8640,1.0
8644,1.0
8648,1.0
8649,1.0
8651,1.0
8652,1.0
8654,1.0
8655,1.0
8658,1.0
8661,1.0
8665,1.0
8666,1.0
8667,1.0
8668,1.0
8673,1.0
8674,1.0
8675,1.0
8676,1.0
8679,1.0
8680,1.0
8684,1.0
8686,1.0
8688,1.0
8692,1.0
8694,1.0
8699,1.0
8701,1.0
8710,1.0
8711,1.0
8715,1.0
8719,1.0
8720,1.0
8724,1.0
8726,1.0
8732,1.0
8733,1.0
8736,1.0
8742,1.0
8748,1.0
8750,1.0
8752,1.0
8756,1.0
8760,1.0
8763,1.0
8764,1.0
8765,1.0
8766,1.0
8767,1.0
8768,1.0
8769,1.0
8770,1.0
8772,1.0
8777,1.0
8778,1.0
8780,1.0
8786,1.0
8787,1.0
8790,1.0
8793,1.0
8798,1.0
8800,1.0
8801,1.0
8804,1.0
8805,1.0
8806,1.0
8807,1.0
8808,1.0
8809,1.0
8814,1.0
8818,1.0
8819,1.0
8820,1.0
8828,1.0
8831,1.0
8832,1.0
8834,1.0
8837,1.0
8841,1.0
8843,1.0
8848,1.0
8853,1.0
8865,1.0
8867,1.0
8873,1.0
8877,1.0
8878,1.0
8879,1.0
8880,1.0
8881,1.0
8882,1.0
8883,1.0
8885,1.0
8886,1.0
8887,1.0
8888,0.98
8889,1.0
8890,1.0
8891,1.0
8892,1.0
8893,1.0
8894,1.0
8896,1.0
8898,1.0
8899,1.0
8900,1.0
8901,1.0
8907,1.0
8908,1.0
8910,1.0
8911,1.0
8912,1.0
8913,1.0
8919,1.0
8924,1.0
8925,1.0
8929,1.0
8933,1.0
8934,1.0
8937,1.0
8938,1.0
8939,1.0
8953,1.0
8954,1.0
8959,1.0
8964,1.0
8966,1.0
8971,1.0
8976,1.0
8979,1.0
8980,1.0
8981,1.0
8987,1.0
8989,1.0
8990,1.0
8991,1.0
8994,1.0
8996,1.0
8997,1.0
8998,1.0
8999,1.0
9000,1.0
9001,1.0
9002,1.0
9003,1.0
9004,1.0
9005,1.0
9006,1.0
9007,1.0
9008,1.0
9009,1.0
9010,1.0
9011,1.0
9013,1.0
9017,1.0
9020,1.0
9021,1.0
9022,1.0
9023,1.0
9024,1.0
9025,1.0
9026,1.0
9027,1.0
9028,1.0
9034,1.0
9037,1.0
9040,1.0
9041,1.0
9044,1.0
9050,1.0
9051,1.0
9053,1.0
9055,1.0
9060,1.0
9061,1.0
9064,1.0
9065,1.0
9070,1.0
9071,1.0
9079,1.0
9080,1.0
9081,1.0
9082,1.0
9083,1.0
9084,1.0
9085,1.0
9086,1.0
9087,1.0
9088,1.0
9089,1.0
9090,1.0
9091,1.0
9092,1.0
9093,1.0
9098,1.0
9099,1.0
9100,1.0
9101,1.0
9102,1.0
9103,1.0
9104,1.0
9105,1.0
9106,1.0
9107,1.0
9110,1.0
9111,1.0
9114,1.0
9119,1.0
9122,1.0
9123,1.0
9124,1.0
9125,1.0
9128,1.0
9129,1.0
9130,1.0
9131,1.0
9133,1.0
9136,1.0
9140,1.0
9146,1.0
9152,1.0
9154,1.0
9156,1.0
9159,1.0
9160,1.0
9161,1.0
9162,1.0
9163,1.0
9164,1.0
9168,1.0
9170,1.0
9176,1.0
9183,1.0
9184,1.0
9186,1.0
9191,1.0
9196,1.0
9197,1.0
9198,1.0
9199,1.0
9200,1.0
9201,1.0
9202,1.0
9203,1.0
9204,1.0
9205,1.0
9206,1.0
9207,1.0
9208,1.0
9209,1.0
9210,1.0
9211,1.0
9212,1.0
9213,1.0
9214,1.0
9215,1.0
9216,1.0
9217,1.0
9218,1.0
9220,1.0
9222,1.0
9226,1.0
9227,1.0
9228,1.0
9229,1.0
9232,1.0
9234,1.0
9238,1.0
9245,1.0
9251,1.0
9255,1.0
9258,1.0
9261,1.0
9268,1.0
9269,1.0
9271,1.0
9277,1.0
9278,1.0
9279,1.0
9280,1.0
9281,1.0
9282,1.0
9283,1.0
9284,1.0
9285,1.0
9286,1.0
9287,1.0
9288,1.0
9289,1.0
9290,1.0
9292,1.0
9293,1.0
9294,1.0
9295,1.0
9300,1.0
9301,1.0
9302,1.0
9306,1.0
9310,1.0
9312,1.0
9314,1.0
9318,1.0
9321,1.0
9322,1.0
9326,1.0
9333,1.0
9336,1.0
9338,1.0
9339,1.0
9340,1.0
9343,1.0
9344,1.0
9345,1.0
9346,1.0
9349,1.0
9351,1.0
9352,1.0
9354,1.0
9361,1.0
9364,1.0
9365,1.0
9366,1.0
9370,1.0
9372,1.0
9374,1.0
9380,1.0
9383,1.0
9387,1.0
9388,1.0
9389,1.0
9390,1.0
9391,1.0
9396,1.0
9397,1.0
9400,1.0
9401,1.0
9402,1.0
9407,1.0
9409,1.0
9415,1.0
9416,1.0
9418,1.0
9420,1.0
9424,1.0
9431,1.0
9432,1.0
9433,1.0
9443,1.0
9444,1.0
9445,1.0
9450,1.0
9453,1.0
9454,1.0
9462,1.0
9464,1.0
9471,1.0
9478,1.0
9485,1.0
9493,1.0
9497,1.0
9500,1.0
9501,1.0
9502,1.0
9503,1.0
9513,1.0
9519,1.0
9521,1.0
9522,1.0
9524,1.0
9527,1.0
9528,1.0
9534,1.0
9535,1.0
9536,1.0
9538,1.0
9547,1.0
9555,1.0
9559,1.0
9560,1.0
9565,1.0
9567,1.0
9575,1.0
9578,1.0
9583,1.0
9589,1.0
9592,1.0
9593,1.0
9594,1.0
9595,1.0
9596,1.0
9597,1.0
9598,1.0
9599,1.0
9600,1.0
9605,1.0
9612,1.0
9613,1.0
9614,1.0
9616,1.0
9617,1.0
9618,1.0
9619,1.0
9620,1.0
9621,1.0
9622,1.0
9627,1.0
9628,1.0
9629,1.0
9630,1.0
9631,1.0
9632,1.0
9637,1.0
9638,1.0
9640,1.0
9643,1.0
9645,1.0
9648,1.0
9651,1.0
9654,1.0
9657,1.0
9661,1.0
9665,1.0
9666,1.0
9667,1.0
9668,1.0
9670,1.0
9673,1.0
9674,1.0
9679,1.0
9680,1.0
9683,1.0
9687,1.0
9688,1.0
9692,1.0
9694,1.0
9695,1.0
9699,1.0
9700,1.0
9716,1.0
9722,1.0
9725,1.0
9726,1.0
9729,1.0
9730,1.0
9735,1.0
9740,1.0
9744,1.0
9745,1.0
9747,1.0
9750,1.0
9751,1.0
9753,1.0
9762,1.0
9769,1.0
9771,1.0
9777,1.0
9779,1.0
9782,1.0
9783,1.0
9790,1.0
9797,1.0
9800,1.0
9801,1.0
9802,1.0
9804,1.0
9812,1.0
9814,1.0
9815,1.0
9818,1.0
9823,1.0
9825,1.0
9826,1.0
9827,1.0
9830,1.0
9834,1.0
9842,1.0
9844,1.0
9847,1.0
9849,1.0
9851,1.0
9859,1.0
9869,1.0
9875,1.0
9876,1.0
9877,1.0
9878,1.0
9884,1.0
9887,1.0
9888,1.0
9889,1.0
9890,1.0
9893,1.0
9894,1.0
9897,1.0
9898,1.0
9899,1.0
9900,1.0
9901,1.0
9902,1.0
9903,1.0
9908,1.0
9909,1.0
9910,1.0
9911,1.0
9912,1.0
9914,1.0
9915,1.0
9917,1.0
9919,1.0
9921,1.0
9925,1.0
9929,1.0
9941,1.0
9943,1.0
9944,1.0
9945,1.0
9947,1.0
9950,1.0
9951,1.0
9952,1.0
9953,1.0
9954,1.0
9955,1.0
9956,1.0
9966,1.0
9968,1.0
9971,1.0
9975,1.0
9978,1.0
9979,1.0
9981,1.0
9986,1.0
9987,1.0
9988,1.0
9990,1.0
9991,1.0
9992,1.0
9993,1.0
9994,1.0
9995,1.0
9996,1.0
9997,1.0
9998,1.0
9999,1.0
10000,0.99
10001,1.0
10002,1.0
10003,1.0
10004,1.0
10005,1.0
10006,1.0
10007,1.0
10008,1.0
10009,1.0
10010,1.0
10011,1.0
10012,1.0
10018,1.0
10019,1.0
10020,1.0
10021,1.0
10022,1.0
10023,1.0
10024,1.0
10025,1.0
10028,1.0
10031,1.0
10034,1.0
10035,1.0
10040,1.0
10042,1.0
10045,1.0
10050,1.0
10051,1.0
10053,1.0
10055,1.0
10056,1.0
10058,1.0
10061,1.0
10064,1.0
10066,1.0
10076,1.0
10077,1.0
10080,1.0
10081,1.0
10082,1.0
10083,1.0
10084,1.0
10089,1.0
10093,1.0
10099,1.0
10100,1.0
10101,1.0
10102,1.0
10103,1.0
10104,1.0
10107,1.0
10110,1.0
10111,1.0
10112,1.0
10113,1.0
10114,1.0
10115,1.0
10116,1.0
10117,1.0
10125,1.0
10128,1.0
10129,1.0
10131,1.0
10143,1.0
10152,1.0
10160,1.0
10161,1.0
10162,1.0
10169,1.0
10180,1.0
10185,1.0
10186,1.0
10189,1.0
10194,1.0
10200,1.0
10201,1.0
10212,1.0
10214,1.0
10215,1.0
10218,1.0
10219,1.0
10227,1.0
10238,1.0
10239,1.0
10243,1.0
10245,1.0
10246,1.0
10248,1.0
10252,1.0
10253,1.0
10255,1.0
10260,1.0
10261,1.0
10268,1.0
10280,1.0
10284,1.0
10286,1.0
10288,1.0
10289,1.0
10290,1.0
10302,1.0
10303,1.0
10309,1.0
10310,1.0
10312,1.0
10313,1.0
10316,1.0
10317,1.0
10321,1.0
10322,1.0
10324,1.0
10337,1.0
10338,1.0
10339,1.0
10341,1.0
10343,1.0
10347,1.0
10355,1.0
10357,1.0
10363,1.0
10369,1.0
10374,1.0
10378,1.0
10381,1.0
10386,1.0
10387,1.0
10390,1.0
10397,1.0
10399,1.0
10409,1.0
10412,1.0
10414,1.0
10416,1.0
10420,1.0
10431,1.0
10433,1.0
10439,1.0
10443,1.0
10445,1.0
10450,1.0
10454,1.0
10477,1.0
10484,1.0
10490,1.0
10492,1.0
10494,1.0
10498,1.0
10499,1.0
10500,1.0
10503,1.0
10506,1.0
10509,1.0
10510,1.0
10511,1.0
10517,1.0
10525,1.0
10529,1.0
10535,1.0
10536,1.0
10538,1.0
10540,1.0
10541,1.0
10542,1.0
10543,1.0
10544,1.0
10545,1.0
10548,1.0
10550,1.0
10551,1.0
10552,1.0
10553,1.0
10554,1.0
10555,1.0
10556,1.0
10562,1.0
10564,1.0
10565,1.0
10566,1.0
10567,1.0
10575,1.0
10581,1.0
10582,1.0
10583,1.0
10584,1.0
10587,1.0
10593,1.0
10601,1.0
10602,1.0
10613,1.0
10615,1.0
10616,1.0
10617,1.0
10621,1.0
10626,1.0
10628,1.0
10629,1.0
10631,1.0
10633,1.0
10635,1.0
10639,1.0
10640,1.0
10641,1.0
10645,1.0
10650,1.0
10653,1.0
10660,1.0
10666,1.0
10671,1.0
10694,1.0
10699,1.0
10715,1.0
10718,1.0
10733,1.0
10738,1.0
10744,1.0
10754,1.0
10760,1.0
10767,1.0
10776,1.0
10778,1.0
10784,1.0
10790,1.0
10795,1.0
10800,1.0
10804,1.0
10805,1.0
10806,1.0
10809,1.0
10810,1.0
10812,1.0
10815,1.0
10823,1.0
10825,1.0
10827,1.0
10835,1.0
10836,1.0
10842,1.0
10845,1.0
10851,1.0
10852,1.0
10860,1.0
10862,1.0
10872,1.0
10873,1.0
10876,1.0
10878,1.0
10880,1.0
10887,1.0
10893,1.0
10900,1.0
10903,1.0
10906,1.0
10916,1.0
10923,1.0
10933,1.0
10942,1.0
10963,1.0
10967,1.0
10971,1.0
10981,1.0
10990,1.0
10991,1.0
10995,1.0
10998,1.0
11000,1.0
11001,1.0
11002,1.0
11003,1.0
11007,1.0
11019,1.0
11026,1.0
11030,1.0
11031,1.0
11032,1.0
11033,1.0
11034,1.0
11039,1.0
11054,1.0
11063,1.0
11064,1.0
11068,1.0
11069,1.0
11074,1.0
11084,1.0
11089,1.0
11093,1.0
11095,1.0
11100,1.0
11103,1.0
11104,1.0
11105,1.0
11106,1.0
11108,1.0
11109,1.0
11110,1.0
11111,1.0
11112,1.0
11120,1.0
11124,1.0
11131,1.0
11137,1.0
11138,1.0
11139,1.0
11149,1.0
11156,1.0
11157,1.0
11161,1.0
11162,1.0
11163,1.0
11164,1.0
11165,1.0
11171,1.0
11172,1.0
11173,1.0
11174,1.0
11175,1.0
11179,1.0
11180,1.0
11181,1.0
11182,1.0
11183,1.0
11200,1.0
11201,1.0
11202,1.0
11205,1.0
11208,1.0
11211,1.0
11214,1.0
11222,1.0
11223,1.0
11224,1.0
11225,1.0
11226,1.0
11228,1.0
11232,1.0
11235,1.0
11236,1.0
11238,1.0
11241,1.0
11249,1.0
11250,1.0
11251,1.0
11255,1.0
11271,1.0
11277,1.0
11285,1.0
11287,1.0
11288,1.0
11296,1.0
11297,1.0
11302,1.0
11319,1.0
11320,1.0
11321,1.0
11342,1.0
11346,1.0
11354,1.0
11361,1.0
11364,1.0
11367,1.0
11371,1.0
11373,1.0
11375,1.0
11389,1.0
11400,1.0
11401,1.0
11406,1.0
11412,1.0
11421,1.0
11423,1.0
11425,1.0
11430,1.0
11434,1.0
11449,1.0
11452,1.0
11455,1.0
11468,1.0
11487,1.0
11489,1.0
11490,1.0
11494,1.0
11496,1.0
11503,1.0
11504,1.0
11506,1.0
11519,1.0
11523,1.0
11528,1.0
11536,1.0
11540,1.0
11543,1.0
11546,1.0
11552,1.0
11567,1.0
11568,1.0
11571,1.0
11574,1.0
11579,1.0
11587,1.0
11590,1.0
11593,1.0
11599,1.0
11600,1.0
11603,1.0
11605,1.0
11606,1.0
11611,1.0
11613,1.0
11616,1.0
11618,1.0
11620,1.0
11623,1.0
11625,1.0
11628,1.0
11634,1.0
11635,1.0
11641,1.0
11648,1.0
11649,1.0
11661,1.0
11666,1.0
11681,1.0
11688,1.0
11689,1.0
11696,1.0
11697,1.0
11698,1.0
